"eBird.English.Name.2024","eBird.Scientific.Name.2024","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","rangelci","rangemean","rangerci"
"Upland Buzzard","Buteo hemilasius","uplbuz1","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,NA,"Upland Buzzard","Buteo hemilasius","Upland Buzzard","Buteo hemilasius","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",4,NA,0.35,0.25,13.25,8.05649013735717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australasian Grass-Owl","Tyto longimembris","ausgro1","Strigiformes","Tytonidae (Barn-Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Grassland","Resident",NA,NA,NA,"Eastern Grass-Owl","Tyto longimembris","Eastern Grass-owl","Tyto longimembris","Least Concern","Schedule-II","Appendix II","",NA,"","","",7,NA,0.321428571428571,0.571428571428571,15.1428571428571,3.32481578437062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Barn Owl","Tyto javanica","eabowl1","Strigiformes","Tytonidae (Barn-Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Eastern Barn Owl","Tyto javanica","Common Barn-owl","Tyto alba","Least Concern","Schedule-I","Appendix II","",NA,"","","",285,0.0280701754385965,0.251315789473684,0.414035087719298,16.0912280701754,0.826876349334668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andaman Masked-Owl","Tyto deroepstorffi","barowl5","Strigiformes","Tytonidae (Barn-Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","Yes","Yes","No","Andaman Islands","Non-specialized","Resident",NA,NA,1,"Andaman Barn Owl","Tyto deroepstorffi","","","Not recognized","Schedule-I","Appendix II","",NA,"","","",11,NA,0.340909090909091,0.636363636363636,8.54545454545454,2.92348529686601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oriental Bay-Owl","Phodilus badius","orbowl1","Strigiformes","Tytonidae (Barn-Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Oriental Bay-Owl","Phodilus badius","Oriental Bay-owl","Phodilus badius","Least Concern","Schedule-II","Appendix II","",NA,"","","",12,0.0833333333333333,0.208333333333333,0.166666666666667,13.3333333333333,2.5341800817757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sri Lanka Bay-Owl","Phodilus assimilis","srlbao1","Strigiformes","Tytonidae (Barn-Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","Yes","No","Western Ghats & Sri Lanka","Forest","Resident",NA,NA,NA,"Sri Lanka Bay-Owl","Phodilus assimilis","Sri Lanka Bay-owl","Phodilus assimilis","Least Concern","Schedule-II","Appendix II","",NA,"","","",18,0.0555555555555556,0.25,0.388888888888889,23.3333333333333,1.12045742293106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andaman Scops-Owl","Otus balli","ansowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","Yes","Yes","No","Andaman Islands","Forest","Resident",NA,NA,1,"Andaman Scops-Owl","Otus balli","Andaman Scops-owl","Otus balli","Least Concern","Schedule-II","Appendix II","",NA,"","","",16,0.0625,0.34375,0.625,8.1875,2.10353105911623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Scops-Owl","Otus spilocephalus","mosowl2","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Mountain Scops-Owl","Otus spilocephalus","Mountain Scops-owl","Otus spilocephalus","Least Concern","Schedule-II","Appendix II","",NA,"","","",133,0.142857142857143,0.291353383458647,0.473684210526316,12.3984962406015,1.02953225992265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Scops-Owl","Otus bakkamoena","insowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"Indian Scops-Owl","Otus bakkamoena","Indian Scops-owl","Otus bakkamoena","Least Concern","Schedule-II","Appendix II","",NA,"","","",311,0.0771704180064309,0.347266881028939,0.578778135048232,17.032154340836,0.735434176985244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collared Scops-Owl","Otus lettia","cosowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Collared Scops-Owl","Otus lettia","Collared Scops-owl","Otus lettia","Least Concern","Schedule-II","Appendix II","",NA,"","","",133,0.0977443609022556,0.24812030075188,0.458646616541353,13.1052631578947,1.06511825202255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicobar Scops-Owl","Otus alius","nicsco1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Omnivore","Yes","Yes","No","Nicobar Islands","Forest","Resident",NA,NA,1,"Nicobar Scops-Owl","Otus alius","Nicobar Scops-owl","Otus alius","Near Threatened","Schedule-II","Appendix II","",NA,"","","",3,NA,0.555555555555556,1,6,2.99394945403782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Scops-Owl","Otus scops","eursco1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant",NA,1,NA,"Eurasian Scops-Owl","Otus scops","Eurasian Scops-owl","Otus scops","Least Concern","Schedule-II","Appendix II","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pallid Scops-Owl","Otus brucei","pasowl3","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant",NA,NA,NA,"Pallid Scops-Owl","Otus brucei","Pallid Scops-owl","Otus brucei","Least Concern","Schedule-II","Appendix II","",NA,"","","",1,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oriental Scops-Owl","Otus sunia","orsowl","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Local Migrant",NA,NA,NA,"Oriental Scops-Owl","Otus sunia","Oriental Scops-owl","Otus sunia","Least Concern","Schedule-II","Appendix II","",NA,"","","",248,0.0645161290322581,0.279233870967742,0.475806451612903,15.4516129032258,0.91942719803958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Eagle-Owl","Bubo bengalensis","roeowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,NA,"Indian Eagle-Owl","Bubo bengalensis","Rock Eagle-owl","Bubo bengalensis","Least Concern","Schedule-I","Appendix II","",NA,"","","",144,0.0763888888888889,0.193576388888889,0.284722222222222,15.7430555555556,1.07491626411335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Eagle-Owl","Bubo bubo","eueowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Eurasian Eagle-Owl","Bubo bubo","Eurasian Eagle-owl","Bubo bubo","Least Concern","Schedule-I","Appendix II","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buffy Fish-Owl","Ketupa ketupu","bufowl2","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Buffy Fish-Owl","Ketupa ketupu","Buffy Fish-owl","Ketupa ketupu","Least Concern","Schedule-I","Appendix II","",NA,"","","",2,NA,0.571428571428571,0.5,6,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Fish-Owl","Ketupa zeylonensis","brfowl1","Strigiformes","Strigidae (Owls)","Low","Stable","Moderate Decline","Large","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Brown Fish-Owl","Ketupa zeylonensis","Brown Fish-owl","Ketupa zeylonensis","Least Concern","Schedule-I","Appendix II","",NA,"","","",349,0.0888252148997135,0.3689111747851,0.512893982808023,16.541547277937,0.686432768512505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555041,555726,556411
"Tawny Fish-Owl","Ketupa flavipes","tafowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Tawny Fish-Owl","Ketupa flavipes","Tawny Fish-owl","Ketupa flavipes","Least Concern","Schedule-I","Appendix II","",NA,"","","",29,0.0689655172413793,0.293103448275862,0.448275862068966,15.448275862069,1.95658441988896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dusky Eagle-Owl","Ketupa coromanda","dueowl1","Strigiformes","Strigidae (Owls)","Moderate","Data Deficient","Data Deficient","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Dusky Eagle-Owl","Ketupa coromanda","Dusky Eagle-owl","Bubo coromandus","Least Concern","Schedule-II","Appendix II","",NA,"","","X",14,0.0714285714285714,0.23469387755102,0.428571428571429,15.7857142857143,3.42070168240377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41999,42560,43121
"Spot-bellied Eagle-Owl","Ketupa nipalensis","sbeowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Spot-bellied Eagle-Owl","Ketupa nipalensis","Spot-bellied Eagle-owl","Bubo nipalensis","Least Concern","Schedule-I","Appendix II","",NA,"","","",102,0.0490196078431373,0.278186274509804,0.42156862745098,20.0882352941176,1.18476436493999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asian Barred Owlet","Glaucidium cuculoides","asbowl1","Strigiformes","Strigidae (Owls)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Asian Barred Owlet","Glaucidium cuculoides","Asian Barred Owlet","Glaucidium cuculoides","Least Concern","Schedule-II","Appendix II","",NA,"","","",347,0.123919308357349,0.435158501440922,0.654178674351585,10.5043227665706,0.600576171984813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295120,295525,295930
"Jungle Owlet","Glaucidium radiatum","junowl1","Strigiformes","Strigidae (Owls)","Low","Uncertain","Uncertain","Large","24 hour","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"Jungle Owlet","Glaucidium radiatum","Jungle Owlet","Glaucidium radiatum","Least Concern","Schedule-II","Appendix II","",NA,"X","X","X",485,0.121649484536082,0.44819587628866,0.645360824742268,13.4329896907216,0.697795925202013,96.2405514258106,124.011990130302,161.208119941593,0.676874993452105,2.79022531862619,4.90357564380028,130.984857317083,151.203204975646,174.732311298694,131.728308652373,155.253253696611,183.240808694147,132.417751725811,159.424011975457,192.288565452416,133.074602709374,163.719380145318,201.880459914569,133.712589861056,168.143393290778,212.030572795003,134.340868495303,172.700226178474,222.759162486185,134.965768430386,177.394198377424,234.091013454356,135.591811239789,182.229779576703,246.05452075288,801344,801851,802358
"Collared Owlet","Taenioptynx brodiei","colowl1","Strigiformes","Strigidae (Owls)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Collared Owlet","Taenioptynx brodiei","Collared Owlet","Glaucidium brodiei","Least Concern","Schedule-II","Appendix II","",NA,"","","X",193,0.0932642487046632,0.333549222797927,0.580310880829015,11.139896373057,0.878312283354183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189725,190245,190765
"Spotted Owlet","Athene brama","spoowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Spotted Owlet","Athene brama","Spotted Owlet","Athene brama","Least Concern","Schedule-II","Appendix II","",NA,"","","",635,0.0834645669291339,0.388385826771654,0.559055118110236,13.1055118110236,0.550924756126661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little Owl","Athene noctua","litowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Little Owl","Athene noctua","Little Owl","Athene noctua","Least Concern","Schedule-II","Appendix II","",NA,"","","",2,NA,0.5,0.5,18,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forest Owlet","Athene blewitti","forowl1","Strigiformes","Strigidae (Owls)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Central India","Forest","Resident",NA,NA,NA,"Forest Owlet","Athene blewitti","Forest Owlet","Athene blewitti","Endangered","Schedule-I","Appendix I","",NA,"","","X",17,NA,0.352941176470588,0.588235294117647,10.7647058823529,2.64957070362253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15789,16110,16431
"Mottled Wood-Owl","Strix ocellata","mowowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","Yes","No","Mainland India","Forest & Plantation","Resident",NA,NA,NA,"Mottled Wood-Owl","Strix ocellata","Mottled Wood-owl","Strix ocellata","Least Concern","Schedule-I","Appendix II","",NA,"","","",195,0.0307692307692308,0.312820512820513,0.533333333333333,17.3435897435897,0.977638704145459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Wood-Owl","Strix leptogrammica","brwowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Brown Wood-Owl","Strix leptogrammica","Brown Wood-owl","Strix leptogrammica","Least Concern","Schedule-I","Appendix II","",NA,"","","",217,0.0783410138248848,0.307603686635945,0.451612903225806,17.3824884792627,0.809598619592946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tawny Owl","Strix aluco","tawowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Tawny Owl","Strix aluco","Tawny Owl","Strix aluco","Least Concern","Schedule-II","Appendix II","",NA,"","","",3,0.333333333333333,0.555555555555556,0.333333333333333,12.3333333333333,5.80695368597952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Himalayan Owl","Strix nivicolum","himowl1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Himalayan Owl","Strix nivicolum","Himalayan Owl","Strix nivicolum","Least Concern","Schedule-II","Appendix II","",NA,"","","",41,0.0731707317073171,0.24390243902439,0.341463414634146,15.3658536585366,1.71492296079198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-eared Owl","Asio otus","loeowl","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Non-specialized","Passage Migrant & Localized Summer Migrant",NA,NA,NA,"Long-eared Owl","Asio otus","Long-eared Owl","Asio otus","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",2,0.5,NA,NA,6.5,6.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Short-eared Owl","Asio flammeus","sheowl","Strigiformes","Strigidae (Owls)","Low","Data Deficient","Uncertain","Moderate","24 hour","24 hour","Vertebrate & Carrion","No","No","No","Non-endemic","Grassland","Winter Migrant",NA,NA,NA,"Short-eared Owl","Asio flammeus","Short-eared Owl","Asio flammeus","Least Concern","Schedule-I","Appendix II","",NA,"","","",22,0.0909090909090909,0.136363636363636,0.318181818181818,19.0909090909091,2.20707202921626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107309,107850,108391
"Boreal Owl","Aegolius funereus","borowl","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Vertebrate & Carrion","No","No","No","Non-endemic","Forest","Uncertain",NA,1,NA,"Boreal Owl","Aegolius funereus","Boreal Owl","Aegolius funereus","Least Concern","Schedule-II","Appendix II","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andaman Boobook","Ninox affinis","andhao1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","Yes","Yes","No","Andaman Islands","Forest","Resident",NA,NA,1,"Andaman Boobook","Ninox affinis","Andaman Boobook","Ninox affinis","Least Concern","Schedule-II","Appendix II","",NA,"","","",13,0.0769230769230769,0.423076923076923,0.692307692307692,9.23076923076923,2.19868205098901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Boobook","Ninox scutulata","brnhao1","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Brown Boobook","Ninox scutulata","Brown Boobook","Ninox scutulata","Least Concern","Schedule-II","Appendix II","",NA,"","","",305,0.0786885245901639,0.356967213114754,0.573770491803279,16.3508196721311,0.793305672976306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hume's Boobook","Ninox obscura","brnhao3","Strigiformes","Strigidae (Owls)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","Yes","Yes","No","Andaman Islands","Non-specialized","Resident",NA,NA,1,"Hume's Boobook","Ninox obscura","Hume's Boobook","Ninox obscura","Least Concern","Schedule-II","Appendix II","",NA,"","","",15,NA,0.391666666666667,0.533333333333333,8.4,2.20424801992274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malabar Trogon","Harpactes fasciatus","maltro1","Trogoniformes","Trogonidae (Trogons)","Moderate","Moderate Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest","Resident",NA,NA,NA,"Malabar Trogon","Harpactes fasciatus","Malabar Trogon","Harpactes fasciatus","Least Concern","Schedule-II","","",NA,"X","X","X",172,0.174418604651163,0.570494186046512,0.697674418604651,18.2441860465116,1.01269079756495,45.9103271587664,68.6280103740844,101.959699486796,-3.17413871450677,-0.754161468177452,1.66581577815186,82.7046635976844,98.7967019058433,118.262734197186,80.0181768360937,98.0712164120881,120.521760329067,77.3849420332192,97.3684061566901,122.934791474466,74.8210472805051,96.687852141793,125.483169473235,72.3349239636739,96.0291494487447,128.156296024911,69.9305766653355,95.3919068634323,130.94839377301,67.6093742682543,94.775746514929,133.856707251367,65.371081040892,94.1803035270263,136.880464877423,123166,123452,123738
"Red-headed Trogon","Harpactes erythrocephalus","rehtro1","Trogoniformes","Trogonidae (Trogons)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Red-headed Trogon","Harpactes erythrocephalus","Red-headed Trogon","Harpactes erythrocephalus","Least Concern","Schedule-II","","",NA,"X","X","X",88,0.147727272727273,0.295454545454545,0.431818181818182,10.3181818181818,1.28311103716487,82.8363579999941,137.028304939563,228.256136264245,-4.23159334200643,-0.900535639345178,2.43052206331608,75.8109987673922,108.744905754694,156.720081044887,71.526226311909,108.072440600464,164.30021919031,67.4225705865427,107.439197243269,172.557411976155,63.5237856424286,106.844647175462,181.479559101239,59.8378183051198,106.288301235293,191.075061739476,56.363902710834,105.769709008386,201.365799681807,53.0964502832349,105.288458294131,212.383346040852,50.0272516417782,104.84417463625,224.166903735664,89790,90315,90840
"Ward's Trogon","Harpactes wardi","wartro1","Trogoniformes","Trogonidae (Trogons)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident",NA,NA,NA,"Ward's Trogon","Harpactes wardi","Ward's Trogon","Harpactes wardi","Least Concern","Schedule-I","","",NA,"","","X",12,NA,0.375,0.583333333333333,12.25,3.53035022728238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10546,10907,11268
