"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","rangemean","rangelci","rangerci"
"Gray-hooded Warbler","Phylloscopus xanthoschistos","gyhwar2","Passeriformes","Phylloscopidae (Leaf Warblers)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Grey-hooded Warbler","Phylloscopus xanthoschistos","Grey-hooded Warbler","Phylloscopus xanthoschistos","Least Concern","Schedule-II","","Appendix II",NA,"Grey-hooded Warbler","Phylloscopus xanthoschistos","avibase-AA897420",1,2.55,5,0.564400614,885,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pale-footed Bush Warbler","Hemitesia pallidipes","pfbwar1","Passeriformes","Cettiidae (Bush Warblers and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Local Migrant",1,NA,NA,"Pale-footed Bush Warbler","Hemitesia pallidipes","Pale-footed Bush-warbler","Hemitesia pallidipes","Least Concern","Schedule-II","","Appendix II",NA,"Pale-footed Bush Warbler","Hemitesia pallidipes","avibase-E87512DF",1,2.55,2,0.227061491,886,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asian Stubtail","Urosphena squameiceps","asistu1","Passeriformes","Cettiidae (Bush Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Winter Migrant",NA,1,NA,"Asian Stubtail","Urosphena squameiceps","Asian Stubtail","Urosphena squameiceps","Least Concern","Schedule-II","","Appendix II",NA,"Asian Stubtail","Urosphena squameiceps","avibase-1A0CF540",1,2.53,1,NA,887,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray-bellied Tesia","Tesia cyaniventer","gybtes1","Passeriformes","Cettiidae (Bush Warblers and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Altitudinal Migrant",NA,NA,NA,"Grey-bellied Tesia","Tesia cyaniventer","Grey-bellied Tesia","Tesia cyaniventer","Least Concern","Schedule-II","","Appendix II",NA,"Grey-bellied Tesia","Tesia cyaniventer","avibase-FD0F40FE",1,2.48,1,0.117989807,888,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slaty-bellied Tesia","Tesia olivea","slbtes1","Passeriformes","Cettiidae (Bush Warblers and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Altitudinal Migrant",1,NA,NA,"Slaty-bellied Tesia","Tesia olivea","Slaty-bellied Tesia","Tesia olivea","Least Concern","Schedule-II","","Appendix II",NA,"Slaty-bellied Tesia","Tesia olivea","avibase-CD13049C",1,2.29,1,0.097882808,889,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut-crowned Bush Warbler","Cettia major","ccbwar1","Passeriformes","Cettiidae (Bush Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland & Scrub","Altitudinal Migrant",NA,NA,NA,"Chestnut-crowned Bush Warbler","Cettia major","Chestnut-crowned Bush-warbler","Cettia major","Least Concern","Schedule-II","","Appendix II",NA,"Chestnut-crowned Bush Warbler","Cettia major","avibase-B9A707A5",1,2.65,2,0.117693007,890,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray-sided Bush Warbler","Cettia brunnifrons","gysbuw1","Passeriformes","Cettiidae (Bush Warblers and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident & Altitudinal Migrant",NA,NA,NA,"Grey-sided Bush Warbler","Cettia brunnifrons","Grey-sided Bush-warbler","Cettia brunnifrons","Least Concern","Schedule-II","","Appendix II",NA,"Grey-sided Bush Warbler","Cettia brunnifrons","avibase-5FA90F20",1,2.24,3,0.198643839,891,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut-headed Tesia","Cettia castaneocoronata","chhtes1","Passeriformes","Cettiidae (Bush Warblers and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Altitudinal Migrant",NA,NA,NA,"Chestnut-headed Tesia","Cettia castaneocoronata","Chestnut-headed Tesia","Cettia castaneocoronata","Least Concern","Schedule-II","","Appendix II",NA,"Chestnut-headed Tesia","Cettia castaneocoronata","avibase-1884A2A5",1,2.64,1,0.138601465,892,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cetti's Warbler","Cettia cetti","cetwar1","Passeriformes","Cettiidae (Bush Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Cetti's Warbler","Cettia cetti","Cetti's Warbler","Cettia cetti","Least Concern","Schedule-II","","Appendix II",NA,"Cetti's Warbler","Cettia cetti","avibase-F3E9CE95",1,2.48,1,0.013345969,893,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yellow-bellied Warbler","Abroscopus superciliaris","yebwar1","Passeriformes","Cettiidae (Bush Warblers and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Yellow-bellied Warbler","Abroscopus superciliaris","Yellow-bellied Warbler","Abroscopus superciliaris","Least Concern","Schedule-II","","Appendix II",NA,"Yellow-bellied Warbler","Abroscopus superciliaris","avibase-A8F5D21F",1,2.55,2,0.04782853,894,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous-faced Warbler","Abroscopus albogularis","rufwar1","Passeriformes","Cettiidae (Bush Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",1,NA,NA,"Rufous-faced Warbler","Abroscopus albogularis","Rufous-faced Warbler","Abroscopus albogularis","Least Concern","Schedule-II","","",NA,"Rufous-faced Warbler","Abroscopus albogularis","avibase-684016CB",1,2.37,1,0.040228024,895,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-faced Warbler","Abroscopus schisticeps","blfwar1","Passeriformes","Cettiidae (Bush Warblers and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Black-faced Warbler","Abroscopus schisticeps","Black-faced Warbler","Abroscopus schisticeps","Least Concern","Schedule-II","","Appendix II",NA,"Black-faced Warbler","Abroscopus schisticeps","avibase-0FD03AFF",1,2.81,2,0.174098741,896,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Tailorbird","Phyllergates cucullatus","moutai2","Passeriformes","Cettiidae (Bush Warblers and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Mountain Tailorbird","Phyllergates cucullatus","Mountain Tailorbird","Phyllergates cucullatus","Least Concern","Schedule-II","","Appendix II",NA,"Mountain Tailorbird","Phyllergates cucullatus","avibase-39C48CCA",1,2.25,1,0.091413964,897,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Broad-billed Warbler","Tickellia hodgsoni","brbwar1","Passeriformes","Cettiidae (Bush Warblers and Allies)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Broad-billed Warbler","Tickellia hodgsoni","Broad-billed Warbler","Tickellia hodgsoni","Least Concern","Schedule-II","","",NA,"Broad-billed Warbler","Tickellia hodgsoni","avibase-681B5F66",1,2.23,1,0.25849873,898,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manchurian Bush Warbler","Horornis canturians","manbuw1","Passeriformes","Cettiidae (Bush Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Manchurian Bush Warbler","Horornis canturians","Korean Bush-warbler","Horornis canturians","Least Concern","Schedule-II","","Appendix II",NA,"Manchurian Bush Warbler","Horornis canturians","avibase-CF833D56",NA,2.8,1,NA,899,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brownish-flanked Bush Warbler","Horornis fortipes","bfbwar1","Passeriformes","Cettiidae (Bush Warblers and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Altitudinal Migrant",NA,NA,NA,"Brownish-flanked Bush Warbler","Horornis fortipes","Brownish-flanked Bush-warbler","Horornis fortipes","Least Concern","Schedule-II","","Appendix II",NA,"Brown-flanked Bush Warbler","Horornis fortipes","avibase-16508376",1,2.54,2,0.087625256,900,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hume's Bush Warbler","Horornis brunnescens","yebbuw2","Passeriformes","Cettiidae (Bush Warblers and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest","Altitudinal Migrant",NA,NA,NA,"Hume's Bush Warbler","Horornis brunnescens","Hume's Bush-warbler","Horornis brunnescens","Least Concern","Schedule-II","","Appendix II",NA,"Hume's Bush Warbler","Horornis brunnescens","avibase-4B3D2096",1,2.2,1,0.389345768,901,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aberrant Bush Warbler","Horornis flavolivaceus","abbwar1","Passeriformes","Cettiidae (Bush Warblers and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Altitudinal Migrant",NA,NA,NA,"Aberrant Bush Warbler","Horornis flavolivaceus","Aberrant Bush-warbler","Horornis flavolivaceus","Least Concern","Schedule-II","","Appendix II",NA,"Aberrant Bush Warbler","Horornis flavolivaceus","avibase-A6213F6F",1,2.42,3,0.130566726,902,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-browed Tit-Warbler","Leptopoecile sophiae","wbtwar1","Passeriformes","Aegithalidae (Long-tailed Tits)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",1,NA,NA,"White-browed Tit-Warbler","Leptopoecile sophiae","White-browed Tit-warbler","Leptopoecile sophiae","Least Concern","Schedule-II","","Appendix II",NA,"White-browed Tit-warbler","Leptopoecile sophiae","avibase-FCAE5D9C",1,2.14,2,0.077054194,903,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crested Tit-Warbler","Leptopoecile elegans","crtwar1","Passeriformes","Aegithalidae (Long-tailed Tits)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Uncertain",NA,1,NA,"Crested Tit-Warbler","Leptopoecile elegans","Crested Tit-warbler","Leptopoecile elegans","Least Concern","Schedule-II","","",NA,"Crested Tit-warbler","Leptopoecile elegans","avibase-42100244",NA,2.05,1,0.00808858,904,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-cheeked Tit","Aegithalos leucogenys","whctit1","Passeriformes","Aegithalidae (Long-tailed Tits)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","Yes","Western Himalayas","Forest","Uncertain",NA,1,NA,"White-cheeked Tit","Aegithalos leucogenys","White-cheeked Tit","Aegithalos leucogenys","Least Concern","Schedule-II","","",NA,"White-cheeked Bushtit","Aegithalos leucogenys","avibase-AC5C8F67",1,2.66,1,0.0502673,905,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-throated Tit","Aegithalos concinnus","blttit2","Passeriformes","Aegithalidae (Long-tailed Tits)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Altitudinal Migrant",1,NA,NA,"Black-throated Tit","Aegithalos concinnus","Red-headed Tit","Aegithalos iredalei","Least Concern","Schedule-II","","",NA,"Black-throated Bushtit","Aegithalos concinnus","avibase-94C5E135",1,2.85,3,0.560717082,906,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-throated Tit","Aegithalos niveogularis","whttit1","Passeriformes","Aegithalidae (Long-tailed Tits)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","Yes","Yes","Western Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"White-throated Tit","Aegithalos niveogularis","White-throated Tit","Aegithalos niveogularis","Least Concern","Schedule-II","","",NA,"White-throated Bushtit","Aegithalos niveogularis","avibase-E6E37DE5",1,3.12,1,0.509997068,907,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-browed Tit","Aegithalos iouschistos","bkbtit3","Passeriformes","Aegithalidae (Long-tailed Tits)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Black-browed Tit","Aegithalos iouschistos","Rufous-fronted Tit","Aegithalos iouschistos","Least Concern","Schedule-II","","",NA,"Black-browed Bushtit","Aegithalos iouschistos","avibase-BBE88519",1,2.73,2,0.316476429,908,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Blackcap","Sylvia atricapilla","blackc1","Passeriformes","Sylviidae (Sylviid Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Eurasian Blackcap","Sylvia atricapilla","Eurasian Blackcap","Sylvia atricapilla","Least Concern","Recent addition","","Appendix II",NA,"Eurasian Blackcap","Sylvia atricapilla","avibase-61F9065B",NA,3.27,1,NA,909,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garden Warbler","Sylvia borin","garwar1","Passeriformes","Sylviidae (Sylviid Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Garden Warbler","Sylvia borin","Garden Warbler","Sylvia borin","Least Concern","Schedule-II","","Appendix II",NA,"Garden Warbler","Sylvia borin","avibase-A6A4FC63",NA,4.21,1,NA,910,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barred Warbler","Curruca nisoria","barwar1","Passeriformes","Sylviidae (Sylviid Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Barred Warbler","Curruca nisoria","Barred Warbler","Curruca nisoria","Least Concern","Schedule-II","","Appendix II",NA,"Barred Warbler","Curruca nisoria","avibase-1EA60B94",NA,2.69,1,NA,911,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesser Whitethroat","Curruca curruca","leswhi4","Passeriformes","Sylviidae (Sylviid Warblers and Allies)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Lesser Whitethroat","Curruca curruca","Lesser Whitethroat","Curruca curruca","Least Concern","Schedule-II","","Appendix II",NA,"Lesser Whitethroat","Curruca curruca","avibase-0DCD05BE",1,2.37,4,0.07016653,912,"","","X",8,NA,0.267857142857143,0.125,16.625,4.20597491671075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2334,2332,2336
"Eastern Orphean Warbler","Curruca crassirostris","eaowar2","Passeriformes","Sylviidae (Sylviid Warblers and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland & Scrub","Winter Migrant",NA,NA,NA,"Eastern Orphean Warbler","Curruca crassirostris","Eastern Orphean Warbler","Curruca crassirostris","Least Concern","Schedule-II","","Appendix II",NA,"Eastern Orphean Warbler","Curruca crassirostris","avibase-37015E61",1,2.9,1,0.168288947,913,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asian Desert Warbler","Curruca nana","asdwar1","Passeriformes","Sylviidae (Sylviid Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland","Winter Migrant",NA,NA,NA,"Asian Desert Warbler","Curruca nana","Asian Desert Warbler","Curruca nana","Least Concern","Schedule-II","","Appendix II",NA,"Asian Desert Warbler","Curruca nana","avibase-58F3D3E5",1,2.34,1,0.056714834,914,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Menetries's Warbler","Curruca mystacea","menwar1","Passeriformes","Sylviidae (Sylviid Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Uncertain",NA,1,NA,"Menetries's Warbler","Curruca mystacea","Menetries's Warbler","Curruca mystacea","Least Concern","Recent addition","","Appendix II",NA,"Menetries's Warbler","Curruca mystacea","avibase-AA027706",NA,2.37,1,NA,915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greater Whitethroat","Curruca communis","grewhi1","Passeriformes","Sylviidae (Sylviid Warblers and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Passage Migrant",NA,NA,NA,"Common Whitethroat","Curruca communis","Common Whitethroat","Curruca communis","Least Concern","Schedule-II","","Appendix II",NA,"Common Whitethroat","Curruca communis","avibase-14AFBA82",1,2.53,1,NA,916,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fire-tailed Myzornis","Myzornis pyrrhoura","fitmyz1","Passeriformes","Paradoxornithidae (Parrotbills)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Fire-tailed Myzornis","Myzornis pyrrhoura","Fire-tailed Myzornis","Myzornis pyrrhoura","Least Concern","Schedule-II","","",NA,"Fire-tailed Myzornis","Myzornis pyrrhoura","avibase-4C29F3A8",1,2.66,1,0.189182453,917,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden-breasted Fulvetta","Lioparus chrysotis","gobful1","Passeriformes","Paradoxornithidae (Parrotbills)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",1,NA,NA,"Golden-breasted Fulvetta","Lioparus chrysotis","Golden-breasted Fulvetta","Lioparus chrysotis","Least Concern","Schedule-II","","",NA,"Golden-breasted Fulvetta","Lioparus chrysotis","avibase-42D184B0",1,2.27,2,0.050509938,918,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yellow-eyed Babbler","Chrysomma sinense","yeebab1","Passeriformes","Paradoxornithidae (Parrotbills)","Low","Stable","Moderate Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Yellow-eyed Babbler","Chrysomma sinense","Yellow-eyed Babbler","Chrysomma sinense","Least Concern","Schedule-II","","",NA,"Yellow-eyed Babbler","Chrysomma sinense","avibase-0C0CEF5B",1,2.79,3,0.530117565,919,"","","X",7,NA,0.464285714285714,0.571428571428571,17.2857142857143,5.18063059224776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3551,3548,3554
"Jerdon's Babbler","Chrysomma altirostre","jerbab1","Passeriformes","Paradoxornithidae (Parrotbills)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland","Resident",1,NA,NA,"Jerdon's Babbler","Chrysomma altirostre","Jerdon's Babbler","Chrysomma altirostre","Vulnerable","Schedule-I","","",NA,"Jerdon's Babbler","Chrysomma altirostre","avibase-2095825C",1,3.26,2,0.313892887,920,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
