"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","rangemean","rangelci","rangerci"
"Chestnut-winged Cuckoo","Clamator coromandus","chwcuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Summer Migrant & Localized Winter Migrant",NA,NA,NA,"Chestnut-winged Cuckoo","Clamator coromandus","Chestnut-winged Cuckoo","Clamator coromandus","Least Concern","Schedule-II","","",NA,"Chestnut-winged Cuckoo","Clamator coromandus","avibase-575C66D2",1,3.45,1,0.27802077,141,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pied Cuckoo","Clamator jacobinus","piecuc1","Cuculiformes","Cuculidae (Cuckoos)","Low","Stable","Uncertain","Large","24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident & Summer Migrant",NA,NA,NA,"Pied Cuckoo","Clamator jacobinus","Jacobin Cuckoo","Clamator jacobinus","Least Concern","Schedule-II","","",NA,"Jacobin Cuckoo","Clamator jacobinus","avibase-BF0A0954",1,3.41,2,0.154220297,142,NA,NA,"X",12,NA,0.383333333333333,0.666666666666667,8.25,2.11875964286712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30172,30078,30266
"Asian Koel","Eudynamys scolopaceus","asikoe2","Cuculiformes","Cuculidae (Cuckoos)","Low","Moderate Increase","Strong Increase","Very Large","24 hour","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Non-specialized","Resident",1,NA,NA,"Asian Koel","Eudynamys scolopaceus","Western Koel","Eudynamys scolopaceus","Least Concern","Schedule-II","","",NA,"Asian Koel","Eudynamys scolopaceus","avibase-61503588",1,5.58,2,0.279808865,143,NA,NA,"X",57,0.0175438596491228,0.291666666666667,0.56140350877193,5,0.91654193728766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65077,64998,65156
"Asian Emerald Cuckoo","Chrysococcyx maculatus","asecuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Summer Migrant",1,NA,NA,"Asian Emerald Cuckoo","Chrysococcyx maculatus","Asian Emerald Cuckoo","Chrysococcyx maculatus","Least Concern","Schedule-II","","",NA,"Asian Emerald Cuckoo","Chrysococcyx maculatus","avibase-DD1544E8",1,3.74,1,0.107298771,144,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Violet Cuckoo","Chrysococcyx xanthorhynchus","viocuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Summer Migrant",NA,NA,NA,"Violet Cuckoo","Chrysococcyx xanthorhynchus","Violet Cuckoo","Chrysococcyx xanthorhynchus","Least Concern","Schedule-II","","",NA,"Violet Cuckoo","Chrysococcyx xanthorhynchus","avibase-A6C03533",1,3.59,1,0.035199146,145,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horsfield's Bronze-Cuckoo","Chalcites basalis","hobcuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Uncertain",NA,1,NA,"Horsfield's Bronze-Cuckoo","Chalcites basalis","Horsfield's Bronze-cuckoo","Chalcites basalis","Least Concern","Schedule-II","","",NA,"Horsfield's Bronze Cuckoo","Chalcites basalis","avibase-91248B47",NA,3.67,1,NA,146,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Banded Bay Cuckoo","Cacomantis sonneratii","babcuc2","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Local Migrant",NA,NA,NA,"Banded Bay Cuckoo","Cacomantis sonneratii","Banded Bay Cuckoo","Cacomantis sonneratii","Least Concern","Schedule-II","","",NA,"Banded Bay Cuckoo","Cacomantis sonneratii","avibase-9E932BD4",1,4.05,1,0.284951913,147,NA,NA,"X",5,NA,0.25,0.2,8.6,3.74970078806296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12780,12624,12936
"Plaintive Cuckoo","Cacomantis merulinus","placuc1","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Data Deficient","Uncertain","Restricted","24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Local Migrant",NA,NA,NA,"Plaintive Cuckoo","Cacomantis merulinus","Plaintive Cuckoo","Cacomantis merulinus","Least Concern","Schedule-II","","",NA,"Plaintive Cuckoo","Cacomantis merulinus","avibase-54089C78",1,3.79,1,0.094461473,148,NA,NA,"X",3,NA,0.333333333333333,0.333333333333333,8.33333333333333,6.63060915586025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8960,8754,9166
"Gray-bellied Cuckoo","Cacomantis passerinus","placuc3","Cuculiformes","Cuculidae (Cuckoos)","Low","Uncertain","Uncertain","Large","24 hour","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Non-specialized","Resident & Local Migrant",NA,NA,NA,"Grey-bellied Cuckoo","Cacomantis passerinus","Grey-bellied Cuckoo","Cacomantis passerinus","Least Concern","Schedule-II","","",NA,"Grey-bellied Cuckoo","Cacomantis passerinus","avibase-84D36C76",1,3.76,1,0.888198698,149,NA,NA,"X",12,NA,0.3,0.666666666666667,8,2.80318001238204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26296,26193,26399
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides","asidrc2","Cuculiformes","Cuculidae (Cuckoos)","Low","Data Deficient","Uncertain","Moderate","24 hour","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Within-India Migrant",NA,NA,NA,"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides","Fork-tailed Drongo-cuckoo","Surniculus dicruroides","Least Concern","Schedule-II","","",NA,"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides","avibase-89141C11",1,4.1,1,0.257787052,150,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Square-tailed Drongo-Cuckoo","Surniculus lugubris","asidrc3","Cuculiformes","Cuculidae (Cuckoos)","Low","Data Deficient","Uncertain","Moderate","24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Summer Migrant",NA,NA,NA,"Square-tailed Drongo-Cuckoo","Surniculus lugubris","Square-tailed Drongo-cuckoo","Surniculus lugubris","Least Concern","Schedule-II","","",NA,"Square-tailed Drongo-Cuckoo","Surniculus lugubris","avibase-A6A5EE59",1,4.03,1,0.032556676,151,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Large Hawk-Cuckoo","Hierococcyx sparverioides","larhac2","Cuculiformes","Cuculidae (Cuckoos)","Low","Uncertain","Uncertain","Moderate","24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Within-India Migrant",NA,NA,NA,"Large Hawk-Cuckoo","Hierococcyx sparverioides","Large Hawk-Cuckoo","Hierococcyx sparverioides","Least Concern","Schedule-II","","",NA,"Large Hawk-Cuckoo","Hierococcyx sparverioides","avibase-CC033E81",1,5.59,1,0.114178143,152,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Hawk-Cuckoo","Hierococcyx varius","cohcuc1","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Moderate Decline","Uncertain","Very Large","24 hour","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident & Local Migrant",NA,NA,NA,"Common Hawk-Cuckoo","Hierococcyx varius","Common Hawk-Cuckoo","Hierococcyx varius","Least Concern","Schedule-II","","",NA,"Common Hawk-Cuckoo","Hierococcyx varius","avibase-0880DDC8",1,5.11,1,0.849691188,153,NA,NA,"X",45,0.0222222222222222,0.241666666666667,0.666666666666667,5.51111111111111,1.08722458669217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42550,42463,42637
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor","hodhac1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Summer Migrant",NA,NA,NA,"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor","Whistling Hawk-Cuckoo","Hierococcyx nisicolor","Least Concern","Schedule-II","","",NA,"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor","avibase-099F2928",1,4.84,1,0.042998206,154,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesser Cuckoo","Cuculus poliocephalus","lescuc1","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Data Deficient","Strong Decline","Moderate","24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Summer Migrant & Localized Winter Migrant",NA,NA,NA,"Lesser Cuckoo","Cuculus poliocephalus","Lesser Cuckoo","Cuculus poliocephalus","Least Concern","Schedule-II","","",NA,"Lesser Cuckoo","Cuculus poliocephalus","avibase-FF41B79F",1,3.42,1,0.171133891,155,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Cuckoo","Cuculus micropterus","indcuc1","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Moderate Decline","Strong Decline","Large","24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Summer Migrant & Localized Winter Migrant",NA,NA,NA,"Indian Cuckoo","Cuculus micropterus","Indian Cuckoo","Cuculus micropterus","Least Concern","Schedule-II","","",NA,"Indian Cuckoo","Cuculus micropterus","avibase-5CFEDF61",1,4.08,1,0.166901806,156,NA,NA,"X",13,NA,0.326923076923077,0.538461538461538,8.76923076923077,2.25398739384177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24023,23919,24127
"Himalayan Cuckoo","Cuculus saturatus","himcuc1","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Data Deficient","Moderate Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Summer Migrant",NA,NA,NA,"Himalayan Cuckoo","Cuculus saturatus","Himalayan Cuckoo","Cuculus saturatus","Least Concern","Schedule-II","","",NA,"Himalayan Cuckoo","Cuculus saturatus","avibase-66812DE2",1,4.05,1,0.056488037,157,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Cuckoo","Cuculus canorus","comcuc","Cuculiformes","Cuculidae (Cuckoos)","Moderate","Moderate Decline","Moderate Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Summer Migrant & Passage Migrant",NA,NA,NA,"Common Cuckoo","Cuculus canorus","Common Cuckoo","Cuculus canorus","Least Concern","Schedule-II","","",NA,"Common Cuckoo","Cuculus canorus","avibase-B3D2C3C5",1,4.08,3,0.017564402,158,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Great Eared-Nightjar","Lyncornis macrotis","grenig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Summer Migrant",1,NA,NA,"Great Eared-Nightjar","Lyncornis macrotis","Great Eared-nightjar","Lyncornis macrotis","Least Concern","Schedule-II","","",NA,"Great Eared Nightjar","Lyncornis macrotis","avibase-C5E15B31",1,6.06,2,0.111654172,159,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jungle Nightjar","Caprimulgus indicus","grynig2","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident & Local Migrant",NA,NA,NA,"Jungle Nightjar","Caprimulgus indicus","Jungle Nightjar","Caprimulgus indicus","Least Concern","Schedule-II","","",NA,"Jungle Nightjar","Caprimulgus indicus","avibase-5FF16559",1,3.79,1,0.979262617,160,NA,NA,"",2,NA,0.5,0.5,6,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray Nightjar","Caprimulgus jotaka","grynig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident & Summer Migrant",NA,NA,NA,"Grey Nightjar","Caprimulgus jotaka","Grey Nightjar","Caprimulgus jotaka","Least Concern","Schedule-II","","",NA,"Grey Nightjar","Caprimulgus jotaka","avibase-7A2734EB",1,3.6,2,0.033921643,161,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Nightjar","Caprimulgus europaeus","eurnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest","Passage Migrant",NA,NA,NA,"European Nightjar","Caprimulgus europaeus","European Nightjar","Caprimulgus europaeus","Least Concern","Schedule-II","","",NA,"European Nightjar","Caprimulgus europaeus","avibase-80D4B0FE",1,3.16,2,6.82e-06,162,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sykes's Nightjar","Caprimulgus mahrattensis","syknig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident & Winter Migrant",1,NA,NA,"Sykes's Nightjar","Caprimulgus mahrattensis","Sykes's Nightjar","Caprimulgus mahrattensis","Least Concern","Schedule-II","","",NA,"Sykes's Nightjar","Caprimulgus mahrattensis","avibase-C727BD31",1,3.3,1,0.524853301,163,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Large-tailed Nightjar","Caprimulgus macrurus","latnig2","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Local Migrant",NA,NA,NA,"Large-tailed Nightjar","Caprimulgus macrurus","Large-tailed Nightjar","Caprimulgus macrurus","Least Concern","Schedule-II","","",NA,"Large-tailed Nightjar","Caprimulgus macrurus","avibase-04DDADF0",1,3.8,2,0.158074799,164,NA,NA,"",7,NA,0.380952380952381,0.285714285714286,10.4285714285714,3.30905827489736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andaman Nightjar","Caprimulgus andamanicus","andnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","Yes","Yes","No","Andaman Islands","Forest & Plantation","Resident",NA,NA,1,"Andaman Nightjar","Caprimulgus andamanicus","Andaman Nightjar","Caprimulgus andamanicus","Least Concern","Schedule-II","","",NA,"Andaman Nightjar","Caprimulgus andamanicus","avibase-74E9F29B",1,3.62,1,1,165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerdon's Nightjar","Caprimulgus atripennis","jernig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"Jerdon's Nightjar","Caprimulgus atripennis","Jerdon's Nightjar","Caprimulgus atripennis","Least Concern","Schedule-II","","",NA,"Jerdon's Nightjar","Caprimulgus atripennis","avibase-FAFED39C",1,3.67,1,0.865465783,166,NA,NA,"",1,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Nightjar","Caprimulgus asiaticus","indnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Indian Nightjar","Caprimulgus asiaticus","Indian Nightjar","Caprimulgus asiaticus","Least Concern","Schedule-II","","",NA,"Indian Nightjar","Caprimulgus asiaticus","avibase-65D4C83B",1,3.3,1,0.698223212,167,NA,NA,"",7,NA,0.357142857142857,0.714285714285714,4.71428571428571,2.86002330992832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Savanna Nightjar","Caprimulgus affinis","savnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Grassland & Scrub","Resident & Local Migrant",NA,NA,NA,"Savanna Nightjar","Caprimulgus affinis","Savanna Nightjar","Caprimulgus affinis","Least Concern","Schedule-II","","",NA,"Savanna Nightjar","Caprimulgus affinis","avibase-50EDFCF2",1,3.67,1,0.460102931,168,NA,NA,"",4,NA,0.625,1,6.75,3.52209691329848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sri Lanka Frogmouth","Batrachostomus moniliger","ceyfro1","Podargiformes","Podargidae (Frogmouths)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","Yes","No","Western Ghats & Sri Lanka","Forest","Resident",NA,NA,NA,"Sri Lanka Frogmouth","Batrachostomus moniliger","Sri Lanka Frogmouth","Batrachostomus moniliger","Least Concern","Schedule-I","","",NA,"Sri Lanka Frogmouth","Batrachostomus moniliger","avibase-8739173E",1,4.69,1,0.684127439,169,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodgson's Frogmouth","Batrachostomus hodgsoni","hodfro1","Podargiformes","Podargidae (Frogmouths)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Hodgson's Frogmouth","Batrachostomus hodgsoni","Hodgson's Frogmouth","Batrachostomus hodgsoni","Least Concern","Schedule-I","","",NA,"Hodgson's Frogmouth","Batrachostomus hodgsoni","avibase-5CB94E3D",1,4.5,1,0.282479676,170,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-rumped Spinetail","Zoonavena sylvatica","whrnee1","Apodiformes","Apodidae (Swifts)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest","Resident",NA,NA,NA,"White-rumped Spinetail","Zoonavena sylvatica","White-rumped Spinetail","Zoonavena sylvatica","Least Concern","Schedule-II","","",NA,"White-rumped Spinetail","Zoonavena sylvatica","avibase-A24E5001",1,2.63,1,0.881171453,171,NA,NA,"X",1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"White-throated Needletail","Hirundapus caudacutus","whtnee","Apodiformes","Apodidae (Swifts)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Summer Migrant",NA,NA,NA,"White-throated Needletail","Hirundapus caudacutus","White-throated Needletail","Hirundapus caudacutus","Least Concern","Schedule-II","","",NA,"White-throated Needletail","Hirundapus caudacutus","avibase-EA55CA27",1,4.07,2,0.013746195,172,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silver-backed Needletail","Hirundapus cochinchinensis","sibnee1","Apodiformes","Apodidae (Swifts)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Summer Migrant",NA,NA,NA,"Silver-backed Needletail","Hirundapus cochinchinensis","Silver-backed Needletail","Hirundapus cochinchinensis","Least Concern","Schedule-II","","",NA,"Silver-backed Needletail","Hirundapus cochinchinensis","avibase-E4875B29",1,3.91,2,0.111384221,173,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown-backed Needletail","Hirundapus giganteus","brbnee1","Apodiformes","Apodidae (Swifts)","Moderate","Moderate Decline","Moderate Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Summer Migrant",NA,NA,NA,"Brown-backed Needletail","Hirundapus giganteus","Brown-backed Needletail","Hirundapus giganteus","Least Concern","Schedule-II","","",NA,"Brown-backed Needletail","Hirundapus giganteus","avibase-468C27AD",1,4.43,1,0.065204518,174,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plume-toed Swiftlet","Collocalia affinis","pltswi1","Apodiformes","Apodidae (Swifts)","High","Data Deficient","Uncertain","Very Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,1,"Plume-toed Swiftlet","Collocalia affinis","Glossy Swiftlet","Collocalia esculenta","Not recognized","Schedule-II","","",NA,"Plume-toed Swiftlet","Collocalia affinis","avibase-5AF6B3D9",1,4.03,1,0.001716839,175,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
