gridg0,grid_label,total_checklists,wetland_checklists,non_wetland_checklists,wetland_proportion,mean_wetland_probability,n_timegroups,wetland_timegroups
49640,non-wetland,2,0,2,0.0,0.103464475,2,
49641,non-wetland,3,0,3,0.0,0.00026372178666666667,2,
49643,non-wetland,5,2,3,0.4,0.29050533174000004,1,
49645,non-wetland,2,0,2,0.0,6.0073606e-05,1,
49646,wetland,1,1,0,1.0,0.6599629,1,2021
49647,wetland,3,3,0,1.0,0.7364542666666667,2,"2018, 2025"
50227,non-wetland,45,15,30,0.3333333333333333,0.2736870368557778,2,
50228,wetland,46,7,39,0.15217391304347827,0.15585297454050434,8,"2019, 2020"
50229,wetland,117,54,63,0.46153846153846156,0.44006943707179486,11,"2016, 2019, 2021, 2025"
50230,wetland,115,29,86,0.25217391304347825,0.2718843823261687,10,"2016, 2018, 2022, 2023"
50231,wetland,82,34,48,0.4146341463414634,0.35816042578362073,8,"2015, 2017"
50232,non-wetland,678,174,504,0.25663716814159293,0.23147200157156136,11,
50233,wetland,107,2,105,0.018691588785046728,0.05789123675622617,10,2019
50234,non-wetland,33,3,30,0.09090909090909091,0.06157882711749092,7,
50235,non-wetland,103,3,100,0.02912621359223301,0.05478745571036505,9,
50236,non-wetland,81,0,81,0.0,0.008991165449658025,9,
50238,non-wetland,195,0,195,0.0,0.006216280729868206,3,
50239,non-wetland,122,0,122,0.0,0.008862218013043443,4,
50240,non-wetland,124,13,111,0.10483870967741936,0.137071534143525,8,
50241,wetland,29,13,16,0.4482758620689655,0.37635440083444827,6,"2017, 2019"
50242,non-wetland,31,3,28,0.0967741935483871,0.11194637219859031,3,
50243,non-wetland,24,0,24,0.0,0.003930234974458333,2,
50244,non-wetland,2,0,2,0.0,0.0007471928389999999,2,
50245,non-wetland,93,0,93,0.0,0.01376129592189785,11,
50246,non-wetland,65,0,65,0.0,0.010040752755446154,8,
50247,non-wetland,54,0,54,0.0,0.01825614879059259,2,
50248,non-wetland,52,0,52,0.0,0.02478782915526923,5,
50249,non-wetland,127,0,127,0.0,0.00551312027316063,11,
50250,non-wetland,468,4,464,0.008547008547008548,0.010319251055086751,13,
50251,non-wetland,249,0,249,0.0,0.003213887425025301,11,
50252,non-wetland,42,0,42,0.0,0.00796026512845238,6,
50253,non-wetland,8,0,8,0.0,3.613719e-05,1,
50254,wetland,59,6,53,0.1016949152542373,0.16624482017727288,12,"2015, 2020"
50255,non-wetland,139,0,139,0.0,0.014179859355530934,10,
50256,wetland,41,1,40,0.024390243902439025,0.024994449550146344,10,2023
50257,non-wetland,2649,58,2591,0.021895054737636845,0.03783169564402318,16,
50258,non-wetland,349,0,349,0.0,0.0056033844912346704,14,
50259,non-wetland,75,0,75,0.0,0.0017411231279439998,8,
50260,non-wetland,59,0,59,0.0,0.002601683620798305,9,
50261,non-wetland,28,0,28,0.0,0.003742187293285715,7,
50262,non-wetland,99,3,96,0.030303030303030304,0.033712626267193936,7,
50263,non-wetland,162,2,160,0.012345679012345678,0.01986609721984074,10,
50264,non-wetland,46,4,42,0.08695652173913043,0.09474150377637174,6,
50265,wetland,23,11,12,0.4782608695652174,0.4305018703747826,9,"2016, 2021, 2022, 2024"
50266,wetland,13,4,9,0.3076923076923077,0.17611637375000003,7,2025
50267,non-wetland,9,0,9,0.0,0.02101676348,4,
50268,non-wetland,67,0,67,0.0,0.002269085754374627,7,
50269,non-wetland,17,0,17,0.0,0.004622908064000001,6,
50270,non-wetland,3,0,3,0.0,0.0011181283133333334,2,
50271,wetland,4,1,3,0.25,0.2803162061595,3,2019
50272,wetland,7,2,5,0.2857142857142857,0.20204989366085715,5,2019
50273,non-wetland,10,0,10,0.0,0.0124069614053,4,
50274,non-wetland,10,0,10,0.0,0.0819950354519,3,
50275,non-wetland,6,0,6,0.0,0.07605080935928334,1,
50276,non-wetland,6,0,6,0.0,0.037510848,3,
50277,non-wetland,5,0,5,0.0,0.021119717606,4,
50278,non-wetland,9,0,9,0.0,0.005765171465411111,3,
50279,non-wetland,14,0,14,0.0,0.004388557877857143,2,
50280,wetland,2,2,0,1.0,0.7808458,1,2023
50281,wetland,7,2,5,0.2857142857142857,0.2504287984984286,2,2025
50283,non-wetland,5,0,5,0.0,0.0040742405119999995,1,
50285,wetland,34,11,23,0.3235294117647059,0.3442300687691176,7,"2018, 2022, 2023, 2024, 2025"
50286,wetland,286,195,91,0.6818181818181818,0.6129272981434966,4,"2022, 2023, 2024"
50289,wetland,1,1,0,1.0,0.66468257,1,2024
50294,non-wetland,87,12,75,0.13793103448275862,0.17490384556649424,5,
50297,wetland,6,3,3,0.5,0.4594507623333333,4,"2019, 2023"
50298,wetland,3,3,0,1.0,0.7513067333333333,2,"2019, 2025"
50877,wetland,100,3,97,0.03,0.041102242984624004,8,2017
50878,wetland,154,38,116,0.24675324675324675,0.22721936991789934,8,"2018, 2021, 2022"
50879,wetland,100,15,85,0.15,0.144359272402512,11,"2013, 2018, 2022"
50880,wetland,202,71,131,0.35148514851485146,0.30267306616625395,12,"2014, 2016, 2022, 2024"
50881,wetland,475,175,300,0.3684210526315789,0.3197433717359531,11,"2011-2012, 2017, 2018, 2019, 2020, 2025"
50882,non-wetland,363,27,336,0.0743801652892562,0.09222994159433197,12,
50883,non-wetland,230,1,229,0.004347826086956522,0.014031340091256521,12,
50884,non-wetland,390,14,376,0.035897435897435895,0.05076774815235,13,
50885,non-wetland,346,16,330,0.046242774566473986,0.07552845197528699,14,
50886,non-wetland,581,8,573,0.013769363166953529,0.052760561081093116,12,
50887,non-wetland,1204,9,1195,0.007475083056478406,0.030703043642142443,16,
50888,non-wetland,339,5,334,0.014749262536873156,0.03651980170804189,14,
50889,non-wetland,200,0,200,0.0,0.012415419183002001,12,
50890,non-wetland,155,0,155,0.0,0.00412397376689871,12,
50891,non-wetland,354,1,353,0.002824858757062147,0.012468687718843503,15,
50892,non-wetland,166,0,166,0.0,0.008252073479020482,11,
50893,non-wetland,2291,0,2291,0.0,0.009145063824190966,15,
50894,non-wetland,1071,1,1070,0.0009337068160597573,0.01658081744722745,15,
50895,non-wetland,512,1,511,0.001953125,0.031309632863297264,13,
50896,non-wetland,5807,1,5806,0.00017220595832615808,0.010723511106557983,12,
50897,non-wetland,567,0,567,0.0,0.0077846389640465604,12,
50898,non-wetland,68,0,68,0.0,0.015610462483108822,5,
50899,non-wetland,171,0,171,0.0,0.011242522423049708,6,
50900,non-wetland,1149,0,1149,0.0,0.0040091441799396865,16,
50901,non-wetland,300,0,300,0.0,0.00268557167511,16,
50902,non-wetland,7,0,7,0.0,0.0025,5,
50903,non-wetland,13,0,13,0.0,0.004003660023076923,4,
50904,wetland,53,9,44,0.16981132075471697,0.15457091548516982,11,2025
50905,non-wetland,38,0,38,0.0,0.008222260370560527,6,
50906,non-wetland,229,1,228,0.004366812227074236,0.007591732731040174,12,
50907,non-wetland,272,0,272,0.0,0.005086349278878309,11,
50908,non-wetland,331,0,331,0.0,0.008086410992130514,13,
50909,non-wetland,157,0,157,0.0,0.008408657079750956,10,
50910,non-wetland,90,0,90,0.0,0.003239054050813333,8,
50911,non-wetland,174,0,174,0.0,0.003104685310071839,11,
50912,non-wetland,294,0,294,0.0,0.0026849220885275514,12,
50913,non-wetland,207,0,207,0.0,0.0015535275509275363,13,
50914,wetland,64,10,54,0.15625,0.20052625395503437,8,"2016, 2018"
50915,wetland,93,71,22,0.7634408602150538,0.6354654609596022,12,"2011-2012, 2014, 2016, 2017, 2018, 2019, 2021, 2022, 2023, 2024, 2025"
50916,wetland,31,9,22,0.2903225806451613,0.2877519924487097,8,"2021, 2022"
50917,wetland,96,7,89,0.07291666666666667,0.06508968193549271,10,2018
50918,non-wetland,15,0,15,0.0,0.0044482345349,5,
50919,non-wetland,43,1,42,0.023255813953488372,0.04845478809250465,7,
50920,non-wetland,7,0,7,0.0,0.006285177102914285,2,
50921,non-wetland,9,0,9,0.0,0.058684769055555565,2,
50922,non-wetland,2,0,2,0.0,0.05019058,2,
50923,non-wetland,16,0,16,0.0,0.0090530227796375,3,
50924,non-wetland,7,0,7,0.0,0.0029393202714285715,2,
50925,non-wetland,2,0,2,0.0,0.040687242000000005,1,
50926,non-wetland,10,0,10,0.0,0.002628970372,3,
50927,non-wetland,8,0,8,0.0,0.06991968966499999,3,
50928,non-wetland,4,1,3,0.25,0.26155159575,2,
50931,wetland,38,13,25,0.34210526315789475,0.30562210998074474,7,"2016, 2025"
50932,non-wetland,54,0,54,0.0,0.008635093912466666,5,
50933,wetland,12,3,9,0.25,0.264892283206625,4,2018
50934,wetland,3,2,1,0.6666666666666666,0.52683433,2,"2023, 2025"
50935,wetland,2,1,1,0.5,0.444555235,2,2024
50936,wetland,6,4,2,0.6666666666666666,0.6266326298333333,3,"2018, 2025"
50937,non-wetland,9,1,8,0.1111111111111111,0.11120188752855555,1,
50939,non-wetland,3,0,3,0.0,0.25798346666666666,1,
50945,non-wetland,2,0,2,0.0,0.057451765,2,
50947,wetland,2,2,0,1.0,0.71225244,1,2018
50948,wetland,36,16,20,0.4444444444444444,0.39787489125966663,5,"2018, 2019, 2023"
50949,wetland,4,2,2,0.5,0.3946763025,2,"2024, 2025"
50957,wetland,8,8,0,1.0,0.67119346125,2,"2020, 2023"
50958,wetland,10,9,1,0.9,0.8267164640000001,3,"2021, 2023"
50959,wetland,2378,979,1399,0.41169049621530696,0.37985619357772454,16,"2000-2006, 2011-2012, 2013, 2015, 2019"
50960,wetland,440,86,354,0.19545454545454546,0.262375431051338,17,"before 2000, 2000-2006, 2013, 2020"
5122,non-wetland,10,0,10,0.0,0.07840113524,1,
51527,wetland,157,45,112,0.28662420382165604,0.2674110856331395,9,"2017, 2018, 2021, 2023"
51528,wetland,131,61,70,0.46564885496183206,0.43052831131612973,10,"2017, 2018, 2020, 2021, 2022, 2025"
51529,wetland,376,68,308,0.18085106382978725,0.17535968772595426,12,2013
51530,wetland,1174,977,197,0.8321976149914821,0.7372304411805745,16,"2000-2006, 2007-2010, 2011-2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2022, 2023, 2024, 2025"
51531,wetland,341,92,249,0.2697947214076246,0.2697283193792285,13,"2016, 2018, 2024, 2025"
51532,non-wetland,753,39,714,0.05179282868525897,0.059160306196309694,12,
51533,non-wetland,87,4,83,0.04597701149425287,0.07523613640543679,8,
51534,non-wetland,82,0,82,0.0,0.013022376703085365,8,
51535,non-wetland,161,0,161,0.0,0.006576798919704969,7,
51536,non-wetland,47,0,47,0.0,0.0037441705380723404,2,
51537,non-wetland,132,0,132,0.0,0.01122144023832197,6,
51538,non-wetland,406,4,402,0.009852216748768473,0.02506225730930197,12,
51539,non-wetland,31,0,31,0.0,0.0015814112885870967,1,
51540,non-wetland,173,3,170,0.017341040462427744,0.03163434765473237,10,
51541,non-wetland,82,0,82,0.0,0.007999321754770732,2,
51542,non-wetland,91,0,91,0.0,0.006710204515932967,3,
51543,non-wetland,1463,0,1463,0.0,0.00502499569590704,9,
51544,non-wetland,2026,6,2020,0.0029615004935834156,0.012266035198488302,17,
51545,non-wetland,7523,69,7454,0.009171872923036024,0.038999591287861346,17,
51546,non-wetland,2717,1,2716,0.000368052999631947,0.013000985518089326,17,
51547,non-wetland,346,0,346,0.0,0.017155296372731214,14,
51548,non-wetland,95,0,95,0.0,0.031618299646258945,7,
51549,non-wetland,21,0,21,0.0,0.004975098947619047,2,
51550,non-wetland,66,0,66,0.0,0.004560120886656061,8,
51551,non-wetland,1957,0,1957,0.0,0.008455899263232038,17,
51552,non-wetland,9,0,9,0.0,0.006429075060000001,5,
51554,non-wetland,1,0,1,0.0,0.0,1,
51556,non-wetland,2,0,2,0.0,0.02,1,
51558,non-wetland,14,1,13,0.07142857142857142,0.06028072237936428,2,
51559,non-wetland,79,0,79,0.0,0.006365223334898734,12,
51560,non-wetland,10,0,10,0.0,0.0046273483933,3,
51561,non-wetland,44,1,43,0.022727272727272728,0.01859652276225909,10,
51562,non-wetland,75,0,75,0.0,0.001629634272884,10,
51563,non-wetland,99,0,99,0.0,0.0032954849705838386,7,
51564,non-wetland,46,0,46,0.0,0.04909003096280435,6,
51565,wetland,33,8,25,0.24242424242424243,0.2611189992292424,8,"2021, 2022, 2023"
51566,non-wetland,4,0,4,0.0,0.05254936360125,2,
51567,wetland,75,55,20,0.7333333333333333,0.6335860167695799,11,"2015, 2016, 2017, 2018, 2019, 2020, 2022, 2025"
51568,wetland,312,42,270,0.1346153846153846,0.1299583714836891,11,"2015, 2017, 2018, 2019"
51569,non-wetland,11,0,11,0.0,0.009518338633090907,3,
51570,non-wetland,4,0,4,0.0,0.00836459598,1,
51571,wetland,2,1,1,0.5,0.4341541,1,2024
51572,non-wetland,4,0,4,0.0,0.00714139775,1,
51573,non-wetland,12,0,12,0.0,0.010888063605416666,3,
51574,non-wetland,6,0,6,0.0,0.0115886541584,1,
51575,non-wetland,4,0,4,0.0,0.007298081527,2,
51576,non-wetland,3,0,3,0.0,0.15878629,1,
51577,non-wetland,7,0,7,0.0,0.07784240496885715,3,
51578,non-wetland,5,1,4,0.2,0.1720382266,3,
51579,wetland,2,1,1,0.5,0.337413585,1,2024
51580,non-wetland,76,0,76,0.0,0.02642618783179737,7,
51581,non-wetland,4,0,4,0.0,0.008090634415,3,
51582,non-wetland,2,0,2,0.0,0.1095852675,2,
51583,non-wetland,2,0,2,0.0,0.0003600977815,1,
51584,non-wetland,4,0,4,0.0,0.049704658900000004,3,
51585,wetland,9,2,7,0.2222222222222222,0.2228880122777778,3,2015
51586,wetland,49,7,42,0.14285714285714285,0.20660618966667552,11,"2015, 2018, 2025"
51587,wetland,2,2,0,1.0,0.85240799,1,2020
51588,wetland,3,2,1,0.6666666666666666,0.5641101103333334,3,"2023, 2025"
51589,non-wetland,1,0,1,0.0,0.006,1,
51592,non-wetland,3,0,3,0.0,0.037758647,2,
51593,non-wetland,1,0,1,0.0,0.0,1,
51599,wetland,11,3,8,0.2727272727272727,0.33264890880390907,4,"2024, 2025"
51600,wetland,8,5,3,0.625,0.5165595087,4,"2021, 2022"
51601,wetland,1,1,0,1.0,0.8942432,1,2018
51602,wetland,1,1,0,1.0,0.773725,1,2017
51603,non-wetland,1,0,1,0.0,7.8144556e-05,1,
51605,wetland,3,1,2,0.3333333333333333,0.31537446333333335,2,2021
51608,wetland,200,135,65,0.675,0.60706642435,7,"2019, 2020, 2021, 2022, 2023, 2024"
51609,wetland,82,59,23,0.7195121951219512,0.6122295211626829,8,"2013, 2015, 2019, 2021, 2022, 2023, 2024, 2025"
51610,wetland,205,77,128,0.375609756097561,0.3877888089176195,16,"before 2000, 2017, 2018, 2019, 2022"
52176,wetland,405,319,86,0.7876543209876543,0.650634938538781,11,"2017, 2018, 2019, 2020, 2022, 2023, 2024, 2025"
52177,non-wetland,518,19,499,0.03667953667953668,0.08648220934912568,11,
52178,wetland,84,22,62,0.2619047619047619,0.2325577932715238,8,"2019, 2022, 2024"
52179,wetland,799,386,413,0.4831038798498123,0.45557094118119035,11,"2017, 2020, 2021, 2022, 2024, 2025"
52180,wetland,619,505,114,0.815831987075929,0.7379373128863664,13,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
52181,wetland,886,130,756,0.14672686230248308,0.14068144077386602,12,"2014, 2017"
52182,non-wetland,179,5,174,0.027932960893854747,0.04378333390617263,13,
52183,non-wetland,140,6,134,0.04285714285714286,0.07022669793470142,7,
52184,non-wetland,114,0,114,0.0,0.04528562175436316,10,
52185,non-wetland,71,0,71,0.0,0.012085116974747888,6,
52186,non-wetland,292,0,292,0.0,0.009328183136289041,5,
52187,non-wetland,64,0,64,0.0,0.008968700335378126,5,
52188,non-wetland,111,0,111,0.0,0.017622370489806305,6,
52189,non-wetland,281,0,281,0.0,0.02502530335253843,7,
52190,non-wetland,320,0,320,0.0,0.0082673263957075,2,
52191,non-wetland,1281,36,1245,0.02810304449648712,0.048231872516823655,16,
52192,wetland,351,79,272,0.22507122507122507,0.20257675780537152,13,"2014, 2015, 2022, 2023, 2025"
52193,non-wetland,93,5,88,0.053763440860215055,0.059158493466463444,6,
52194,non-wetland,476,0,476,0.0,0.010479000778376052,12,
52195,non-wetland,1369,0,1369,0.0,0.008322918183257269,13,
52196,non-wetland,5006,1,5005,0.00019976028765481422,0.019356781641919216,16,
52197,non-wetland,31,0,31,0.0,0.003917043212964516,7,
52198,non-wetland,16,0,16,0.0,0.0027947305905437502,4,
52199,non-wetland,1,0,1,0.0,0.0,1,
52200,non-wetland,5,0,5,0.0,5.6373828e-06,3,
52201,non-wetland,201,2,199,0.009950248756218905,0.010279424826841292,11,
52202,non-wetland,33,0,33,0.0,0.011824697152727274,10,
52204,non-wetland,25,0,25,0.0,0.00027209384983999997,2,
52205,wetland,43,4,39,0.09302325581395349,0.11019625444286048,9,2017
52206,non-wetland,6,0,6,0.0,0.0006387578472666667,1,
52207,wetland,49,14,35,0.2857142857142857,0.31000541602346937,10,"2011-2012, 2014, 2022"
52208,non-wetland,310,16,294,0.05161290322580645,0.05769559457547419,14,
52209,non-wetland,172,2,170,0.011627906976744186,0.021717608681793607,9,
52210,non-wetland,58,0,58,0.0,0.00581929728975862,8,
52211,non-wetland,47,0,47,0.0,0.0036613048147531918,10,
52212,non-wetland,5,0,5,0.0,1.9036322e-05,3,
52213,non-wetland,44,0,44,0.0,0.0018210055067727272,5,
52214,non-wetland,2,0,2,0.0,0.012083333,2,
52215,non-wetland,11,0,11,0.0,0.09914630721818182,5,
52216,wetland,6,3,3,0.5,0.416449899,2,2023
52217,wetland,97,82,15,0.845360824742268,0.7400611981713402,9,"2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
52218,wetland,126,36,90,0.2857142857142857,0.26824508153140475,12,"2015, 2022, 2023"
52219,wetland,17,5,12,0.29411764705882354,0.2740187983547059,5,"2021, 2023"
52220,non-wetland,3,1,2,0.3333333333333333,0.23747099672133332,1,
52221,non-wetland,4,0,4,0.0,0.07236654467125,2,
52222,non-wetland,13,1,12,0.07692307692307693,0.14123576577723077,3,
52223,non-wetland,2,0,2,0.0,0.0033333335,1,
52224,non-wetland,5,0,5,0.0,0.03430430156,3,
52225,non-wetland,2,0,2,0.0,0.0137569185,1,
52226,non-wetland,4,0,4,0.0,0.016592543909499997,1,
52227,wetland,10,3,7,0.3,0.27982474721649997,2,2025
52228,wetland,5,1,4,0.2,0.1812516684,3,2021
52229,non-wetland,5,0,5,0.0,0.032236104599999996,1,
52230,non-wetland,3,0,3,0.0,0.04167539907,1,
52231,non-wetland,2,0,2,0.0,0.0,1,
52232,wetland,16,6,10,0.375,0.297706645131875,3,2020
52233,non-wetland,1,0,1,0.0,0.00016752908,1,
52234,non-wetland,1,0,1,0.0,0.015070991,1,
52235,non-wetland,15,3,12,0.2,0.18764430273333332,5,
52236,wetland,83,28,55,0.3373493975903614,0.3121224507758988,11,"2015, 2019, 2022, 2025"
52237,wetland,593,187,406,0.31534569983136596,0.3197105271447354,11,"2021, 2023"
52238,non-wetland,3,0,3,0.0,0.005886924433333334,2,
52239,non-wetland,2,0,2,0.0,0.235689725,2,
52240,non-wetland,13,0,13,0.0,0.05613034186830769,3,
52243,wetland,1,1,0,1.0,0.52271014,1,2013
52245,wetland,10,4,6,0.4,0.40577934599,2,2020
52246,non-wetland,2,0,2,0.0,0.040408178,2,
52247,wetland,2,2,0,1.0,0.8057505,1,2018
52248,wetland,6,1,5,0.16666666666666666,0.17094282896666668,4,2021
52249,non-wetland,17,6,11,0.35294117647058826,0.2722872183188706,4,
52250,wetland,47,10,37,0.2127659574468085,0.2173059470797596,6,"2019, 2020"
52251,wetland,9,3,6,0.3333333333333333,0.36930585748763334,3,2019
52252,wetland,32,26,6,0.8125,0.7348868858125001,4,"2019, 2021, 2024, 2025"
52253,wetland,3,1,2,0.3333333333333333,0.2768319676666667,3,2023
52255,wetland,1,1,0,1.0,0.80241585,1,2023
52256,wetland,2,2,0,1.0,0.7146401,1,2025
52257,wetland,11,6,5,0.5454545454545454,0.5070881298545454,6,2019
52258,wetland,52,44,8,0.8461538461538461,0.7311062851973135,7,"2016, 2021, 2022, 2023, 2025"
52259,wetland,49,32,17,0.6530612244897959,0.5826252319183673,8,"2015, 2016, 2021, 2022, 2024, 2025"
52260,wetland,51,10,41,0.19607843137254902,0.19333461656392156,10,"2017, 2018"
52826,wetland,80,16,64,0.2,0.2209231803501,9,"2017, 2018, 2020, 2021, 2023"
52827,wetland,304,85,219,0.27960526315789475,0.2572512412839253,13,"2016, 2024, 2025"
52828,wetland,565,467,98,0.8265486725663717,0.6870052777687448,11,"2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
52829,wetland,212,82,130,0.3867924528301887,0.3694243489293684,12,"2018, 2024, 2025"
52830,wetland,136,45,91,0.33088235294117646,0.30003068255813453,13,"2016, 2018, 2019"
52831,non-wetland,187,10,177,0.053475935828877004,0.06043764168124385,11,
52832,non-wetland,95,0,95,0.0,0.015917092953007368,11,
52833,wetland,124,3,121,0.024193548387096774,0.04046622186335081,10,2019
52834,non-wetland,369,7,362,0.018970189701897018,0.03408408398136694,15,
52835,wetland,186,15,171,0.08064516129032258,0.08259959408705107,15,2021
52836,non-wetland,109,4,105,0.03669724770642202,0.030140495385065136,2,
52837,non-wetland,83,0,83,0.0,0.016166872474828915,5,
52838,non-wetland,42,0,42,0.0,0.015430973897971429,4,
52839,non-wetland,56,0,56,0.0,0.0062672017607375,9,
52840,non-wetland,409,1,408,0.0024449877750611247,0.02695684466323594,11,
52841,non-wetland,394,32,362,0.08121827411167512,0.08164993846617691,13,
52842,non-wetland,685,6,679,0.008759124087591242,0.033195695744344965,16,
52843,non-wetland,149,3,146,0.020134228187919462,0.02216998206285235,9,
52844,non-wetland,42,0,42,0.0,0.004072754222504762,5,
52845,non-wetland,186,0,186,0.0,0.007400025493085484,12,
52846,non-wetland,1053,0,1053,0.0,0.005779787271573789,16,
52847,non-wetland,67,0,67,0.0,0.003432084512555224,11,
52848,non-wetland,6,0,6,0.0,0.0,2,
52849,non-wetland,14,0,14,0.0,0.00117126020315,7,
52851,non-wetland,3,0,3,0.0,0.0026274613,3,
52852,non-wetland,135,7,128,0.05185185185185185,0.06240658530679408,12,
52853,non-wetland,19,0,19,0.0,0.02089474291658421,7,
52854,non-wetland,9,0,9,0.0,0.004179157697444444,1,
52855,wetland,9,5,4,0.5555555555555556,0.4421254273531667,5,"2022, 2023, 2025"
52856,non-wetland,4,0,4,0.0,0.0075642114725000004,1,
52857,non-wetland,24,1,23,0.041666666666666664,0.06509935480683333,6,
52858,wetland,186,78,108,0.41935483870967744,0.38300397354063975,12,"2014, 2015, 2020, 2022"
52859,wetland,40,25,15,0.625,0.5482635928125,5,"2020, 2021, 2022"
52860,non-wetland,2,0,2,0.0,9.370663935e-05,2,
52861,non-wetland,4,0,4,0.0,0.014375166530499998,3,
52862,non-wetland,87,2,85,0.022988505747126436,0.02752464244683908,10,
52863,non-wetland,3,0,3,0.0,0.07215683333333334,1,
52864,non-wetland,14,1,13,0.07142857142857142,0.1425245768357143,4,
52865,wetland,11,2,9,0.18181818181818182,0.1612915805,5,"2020, 2021"
52866,wetland,30,2,28,0.06666666666666667,0.11906467837333333,7,2017
52867,wetland,5,1,4,0.2,0.2747445788,3,2022
52868,wetland,18,13,5,0.7222222222222222,0.6323211034444445,5,"2020, 2021, 2024"
52869,wetland,24,13,11,0.5416666666666666,0.45344050035583333,7,"2022, 2024"
52870,non-wetland,8,0,8,0.0,0.169899180653125,2,
52871,non-wetland,6,0,6,0.0,0.050651031293333336,2,
52872,non-wetland,4,0,4,0.0,0.01330432665,1,
52873,non-wetland,2,0,2,0.0,0.0,1,
52874,wetland,8,1,7,0.125,0.144886640875,3,2017
52875,non-wetland,7,0,7,0.0,0.012527350171771428,2,
52876,non-wetland,2,0,2,0.0,0.045489939,1,
52877,non-wetland,5,0,5,0.0,0.221780168,1,
52878,non-wetland,4,0,4,0.0,0.01766360025,2,
52879,non-wetland,1,0,1,0.0,0.1823698,1,
52880,non-wetland,5,0,5,0.0,0.030806705945999997,1,
52881,non-wetland,2,0,2,0.0,0.0733095735,1,
52882,wetland,10,1,9,0.1,0.113239860895,4,2021
52885,wetland,3,2,1,0.6666666666666666,0.587988502,2,2024
52886,wetland,4,2,2,0.5,0.3844958525,3,"2017, 2025"
52887,non-wetland,74,3,71,0.04054054054054054,0.06607120136014459,7,
52888,wetland,5,2,3,0.4,0.446439806,3,"2024, 2025"
52890,non-wetland,3,0,3,0.0,0.2597657588666667,2,
52891,non-wetland,4,0,4,0.0,0.00457703475,2,
52894,non-wetland,2,0,2,0.0,0.116310045,1,
52895,non-wetland,3,0,3,0.0,0.08124761025,2,
52896,wetland,2,1,1,0.5,0.365850625,2,2019
52897,non-wetland,2,0,2,0.0,0.16099163075,1,
52898,non-wetland,79,5,74,0.06329113924050633,0.06955441816087468,9,
52899,wetland,731,104,627,0.14227086183310533,0.12723343060160205,12,2015
52900,wetland,158,68,90,0.43037974683544306,0.4114359974466013,11,"2022, 2024, 2025"
52901,non-wetland,36,4,32,0.1111111111111111,0.10341910724536112,4,
52902,wetland,21,6,15,0.2857142857142857,0.30251185241238093,4,2023
52903,wetland,14,6,8,0.42857142857142855,0.34209043531350003,6,"2021, 2023, 2024"
52904,wetland,8,6,2,0.75,0.70478622375,5,"2023, 2024, 2025"
52905,wetland,9,3,6,0.3333333333333333,0.31373681656444447,4,"2019, 2024"
52906,wetland,23,17,6,0.7391304347826086,0.6553209846086956,8,"2015, 2016, 2019, 2020, 2025"
52907,wetland,7,4,3,0.5714285714285714,0.4679023885714286,4,"2016, 2024"
52908,non-wetland,7,0,7,0.0,0.037574075,1,
52909,wetland,17,8,9,0.47058823529411764,0.4087914260752941,8,"2018, 2019, 2023"
53475,wetland,1,1,0,1.0,0.7212914,1,2020
53476,wetland,112,24,88,0.21428571428571427,0.2067263636916045,12,"2013, 2014, 2016, 2018"
53477,wetland,1331,1215,116,0.912847483095417,0.7730585432172172,15,"2007-2010, 2011-2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
53478,wetland,1836,1516,320,0.8257080610021786,0.7071686147227871,16,"before 2000, 2000-2006, 2011-2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
53479,wetland,1768,1481,287,0.8376696832579186,0.7221742295785192,17,"before 2000, 2000-2006, 2007-2010, 2011-2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025"
53480,wetland,342,75,267,0.21929824561403508,0.21256486088543977,13,"2014, 2016, 2018"
53481,non-wetland,81,2,79,0.024691358024691357,0.04370794557968148,7,
53482,non-wetland,132,0,132,0.0,0.02069918930641212,9,
53483,non-wetland,129,0,129,0.0,0.0052690968867062015,9,
53484,non-wetland,325,0,325,0.0,0.010219986360116307,12,
53485,non-wetland,361,29,332,0.08033240997229917,0.07960141891954016,9,
53486,non-wetland,170,0,170,0.0,0.005843850046230588,7,
53487,wetland,187,2,185,0.0106951871657754,0.014773410399973262,10,2020
53488,non-wetland,90,0,90,0.0,0.006545801401378889,6,
53489,non-wetland,1187,1,1186,0.0008424599831508003,0.004849226921228812,13,
53490,non-wetland,398,0,398,0.0,0.0036861592632525123,10,
53491,wetland,201,22,179,0.10945273631840796,0.10536661004590796,12,"2022, 2023"
53492,non-wetland,229,1,228,0.004366812227074236,0.0279117343665083,12,
53493,non-wetland,1192,1,1191,0.0008389261744966443,0.008464065722657215,17,
53494,non-wetland,72,0,72,0.0,0.005710308624405556,11,
53495,non-wetland,271,22,249,0.08118081180811808,0.10192711310871587,13,
